date,close,high,low,volume,code
2015-03-04,10.075,10.075,9.905,51045.0,000529
2015-03-05,10.084,10.204,9.935,89543.0,000529
2015-03-06,10.532,10.672,10.104,211561.0,000529
2015-03-09,11.379,11.588,10.303,256522.0,000529
2015-03-10,11.369,11.886,11.18,180361.0,000529
2015-03-11,11.568,11.637,11.08,147046.0,000529
2015-03-12,11.548,12.125,11.428,149843.0,000529
2015-03-13,11.807,11.946,11.548,107196.0,000529
2015-03-16,12.135,12.135,11.707,187463.0,000529
2015-03-17,11.926,12.175,11.856,140640.0,000529
2015-03-18,11.866,11.916,11.717,123266.0,000529
2015-03-19,12.643,12.663,11.787,208585.0,000529
2015-03-20,12.603,12.732,12.364,110280.0,000529
2015-03-23,12.643,12.942,12.444,120083.0,000529
2015-03-24,12.344,12.782,11.896,148374.0,000529
2015-03-25,12.424,12.693,12.095,147082.0,000529
2015-03-26,11.996,12.394,11.896,128202.0,000529
2015-03-27,12.145,12.245,12.026,77835.81,000529
2015-03-30,12.494,12.762,12.125,128784.0,000529
2015-03-31,12.344,12.623,12.314,99899.0,000529
2015-04-01,12.394,12.573,12.275,78813.0,000529
2015-04-02,12.792,12.902,12.245,134085.0,000529
2015-04-03,13.618,13.818,12.573,193248.0,000529
2015-04-07,13.648,13.818,13.439,123737.0,000529
2015-04-08,13.499,13.798,13.141,119325.0,000529
2015-04-09,13.061,13.529,12.623,133088.0,000529
2015-04-10,14.345,14.365,12.862,257155.0,000529
2015-04-13,14.385,15.112,14.096,197986.0,000529
2015-04-14,14.564,14.714,13.828,121722.0,000529
2015-04-15,13.877,14.733,13.718,147059.0,000529
2015-04-16,15.261,15.261,13.39,218133.0,000529
2015-04-17,15.679,16.227,14.952,272687.0,000529
2015-04-20,15.082,15.739,14.943,220225.0,000529
2015-04-21,15.152,15.321,14.694,147025.0,000529
2015-04-22,15.649,16.217,15.371,207535.0,000529
2015-04-23,15.52,16.107,15.341,168845.0,000529
2015-04-24,15.351,15.42,14.933,121808.0,000529
2015-04-27,14.982,15.43,14.823,168461.0,000529
2015-04-28,14.674,15.122,14.146,124236.0,000529
2015-04-29,14.952,15.371,14.435,112199.0,000529
2015-04-30,14.933,15.351,14.843,88383.0,000529
2015-05-04,14.843,15.102,14.654,84232.0,000529
2015-05-05,13.838,14.923,13.589,106951.0,000529
2015-05-06,13.439,14.256,13.24,82558.0,000529
2015-05-07,12.862,13.429,12.772,81657.0,000529
2015-05-08,13.32,13.32,12.932,76677.0,000529
2015-05-11,13.808,13.927,13.39,83889.0,000529
2015-05-12,13.927,14.066,13.599,91953.0,000529
2015-05-13,14.226,14.634,13.838,113967.0,000529
2015-05-14,14.146,14.415,14.047,73956.0,000529
2015-05-15,13.708,14.146,13.559,73691.0,000529
2015-05-18,14.017,14.395,13.708,62024.0,000529
2015-05-19,14.236,14.315,13.917,83454.0,000529
2015-05-20,14.415,14.803,14.106,121842.0,000529
2015-05-21,15.281,15.281,14.574,165470.0,000529
2015-05-22,15.211,15.709,14.773,168006.0,000529
2015-05-25,15.53,15.679,14.833,223222.0,000529
2015-05-26,16.416,16.615,15.381,250046.0,000529
2015-05-27,16.018,16.705,15.779,200220.0,000529
2015-05-28,14.415,16.326,14.415,231424.0,000529
2015-05-29,14.534,14.843,13.569,160768.0,000529
2015-06-01,15.868,15.978,14.913,196116.0,000529
2015-06-02,16.426,16.585,15.53,220306.0,000529
2015-06-03,15.998,16.525,15.53,172117.0,000529
2015-06-04,15.719,16.028,14.435,134633.0,000529
2015-06-05,17.292,17.292,15.838,379011.0,000529
2015-06-08,18.238,18.795,17.302,359372.0,000529
2015-06-09,17.571,18.118,17.222,194081.0,000529
2015-06-10,17.819,18.407,17.073,197088.0,000529
2015-06-11,18.845,19.333,17.62,216892.0,000529
2015-06-12,19.363,20.169,18.934,220474.0,000529
2015-06-15,18.496,19.87,18.248,190450.0,000529
2015-06-16,17.322,18.307,16.924,144009.0,000529
2015-06-17,19.054,19.054,16.426,209272.0,000529
2015-06-18,19.064,20.308,18.666,248378.0,000529
2015-06-19,17.332,18.626,17.272,147955.0,000529
2015-06-23,17.222,17.391,15.6,164178.0,000529
2015-06-24,17.939,18.019,17.172,171925.0,000529
2015-06-25,18.765,19.691,17.431,296521.0,000529
2015-06-26,16.894,18.297,16.894,178539.0,000529
2015-06-29,15.201,17.69,15.201,182658.0,000529
2015-06-30,15.898,16.077,13.678,187946.0,000529
2015-07-01,14.305,16.247,14.305,150813.0,000529
2015-07-02,12.872,14.435,12.872,135675.0,000529
2015-07-03,11.588,12.663,11.588,112839.0,000529
2015-07-06,10.433,12.563,10.433,153231.0,000529
2015-07-07,9.388,9.547,9.388,36107.0,000529
2015-07-08,8.452,8.452,8.452,6663.0,000529
2015-07-09,9.298,9.298,7.606,280488.0,000529
2015-07-10,10.224,10.224,9.258,199843.0,000529
2015-07-13,11.249,11.249,10.244,290430.0,000529
2015-07-14,10.931,12.036,10.652,336420.0,000529
2015-07-15,9.836,10.702,9.836,146738.0,000529
2015-07-16,9.836,10.164,8.85,214013.0,000529
2015-07-17,10.403,10.552,9.527,197846.0,000529
2015-07-20,10.771,11.03,10.104,214395.0,000529
2015-07-21,11.608,11.847,10.453,299351.0,000529
2015-07-22,11.627,12.095,10.951,283451.0,000529
2015-07-23,12.056,12.205,11.468,249132.0,000529
2015-07-24,11.866,12.494,11.568,264645.0,000529
2015-07-27,10.751,12.414,10.682,307358.0,000529
2015-07-28,10.383,11.15,9.756,225169.0,000529
2015-07-29,11.08,11.15,9.865,169988.0,000529
2015-07-30,10.751,11.488,10.702,180325.0,000529
2015-07-31,10.513,10.911,10.254,97071.0,000529
2015-08-03,9.557,10.453,9.457,139386.0,000529
2015-08-04,10.403,10.403,9.567,105143.0,000529
2015-08-05,10.393,10.642,10.104,123248.0,000529
2015-08-06,10.692,10.771,10.055,131920.0,000529
2015-08-07,11.438,11.468,10.722,148087.0,000529
2015-08-10,12.513,12.583,11.608,239854.0,000529
2015-08-11,12.454,13.031,12.294,208530.0,000529
2015-08-12,12.772,13.041,12.304,220897.0,000529
2015-08-13,14.047,14.047,12.902,231946.0,000529
2015-12-25,12.922,13.917,12.653,310943.0,000529
2015-12-28,12.036,13.121,12.026,217037.0,000529
2015-12-29,12.782,12.822,11.956,166215.0,000529
2015-12-30,12.474,12.842,12.304,118633.0,000529
2015-12-31,12.016,12.474,11.916,94777.0,000529
2016-01-04,10.811,12.175,10.811,72169.0,000529
2016-01-05,10.164,10.931,9.766,135154.0,000529
2016-01-06,10.423,10.612,10.104,90679.0,000529
2016-01-07,9.378,10.244,9.378,28253.0,000529
2016-01-08,9.208,9.746,8.561,174930.0,000529
2016-01-11,8.293,9.119,8.293,111615.0,000529
2016-01-12,8.362,8.641,8.074,96294.0,000529
2016-01-13,8.492,8.94,8.372,137177.0,000529
2016-01-14,9.338,9.338,7.974,163924.0,000529
2016-01-15,9.069,9.736,8.86,155838.0,000529
2016-01-18,9.318,9.437,8.76,99655.0,000529
2016-01-19,9.646,9.726,9.059,122721.0,000529
2016-01-20,9.338,9.607,9.109,117700.0,000529
2016-01-21,8.522,9.308,8.472,102365.0,000529
2016-01-22,8.701,8.731,8.223,98277.0,000529
2016-01-25,9.039,9.039,8.641,100042.0,000529
2016-01-26,8.133,8.96,8.133,95675.0,000529
2016-01-27,7.705,8.133,7.367,102541.0,000529
2016-01-28,7.217,7.845,7.188,58361.0,000529
2016-01-29,7.536,7.665,7.128,61526.0,000529
2016-02-01,7.357,7.566,7.178,46614.0,000529
2016-02-02,7.576,7.665,7.317,51026.0,000529
2016-02-03,7.606,7.685,7.377,48392.0,000529
2016-02-04,8.362,8.362,7.606,100820.0,000529
2016-02-05,8.014,8.621,7.974,124868.0,000529
2016-02-15,7.835,7.964,7.377,76264.0,000529
2016-02-16,8.531,8.611,7.825,118972.0,000529
2016-02-17,8.531,8.711,8.273,132862.0,000529
2016-02-18,8.502,8.83,8.472,135420.0,000529
2016-02-19,8.541,8.641,8.362,100677.0,000529
2016-02-22,8.711,8.83,8.551,111169.0,000529
2016-02-23,8.522,8.75,8.322,92121.0,000529
2016-02-24,9.378,9.378,8.432,129855.0,000529
2016-02-25,8.661,9.736,8.442,311501.0,000529
2016-02-26,8.89,9.318,8.193,231267.0,000529
2016-02-29,8.004,8.681,8.004,137615.0,000529
2016-03-01,7.954,8.143,7.456,126640.0,000529
2016-03-02,8.312,8.442,7.765,120018.0,000529
2016-03-03,8.621,8.701,8.243,154769.0,000529
2016-03-04,8.123,8.651,7.954,134505.0,000529
2016-03-07,8.283,8.422,8.123,77207.0,000529
2016-03-08,8.193,8.293,7.785,74908.0,000529
2016-03-09,7.884,8.064,7.785,57932.0,000529
2016-03-10,7.725,8.014,7.675,54913.0,000529
2016-03-11,7.626,7.715,7.516,44305.0,000529
2016-03-14,7.954,8.014,7.715,68208.0,000529
2016-03-15,7.805,7.984,7.755,41433.0,000529
2016-03-16,7.735,8.004,7.715,44179.0,000529
2016-03-17,8.014,8.044,7.745,69385.0,000529
2016-03-18,8.362,8.362,8.014,123667.0,000529
2016-03-21,8.621,8.681,8.392,140491.0,000529
2016-03-22,8.701,9.039,8.412,157735.0,000529
2016-03-23,8.82,9.009,8.721,135848.0,000529
2016-03-24,8.581,8.85,8.571,108705.0,000529
2016-03-25,8.661,8.75,8.561,66815.0,000529
2016-03-28,8.661,8.96,8.621,105533.0,000529
2016-03-29,8.362,8.701,8.303,75782.0,000529
2016-03-30,8.641,8.711,8.382,83270.0,000529
2016-03-31,8.77,8.89,8.621,129683.0,000529
2016-04-01,9.238,9.427,8.661,174221.0,000529
2016-04-05,10.164,10.164,9.169,312833.0,000529
2016-04-06,10.035,10.204,9.915,239830.0,000529
2016-04-07,10.224,10.513,9.975,325370.0,000529
2016-04-08,10.483,10.612,9.925,353785.0,000529
2016-04-11,10.204,10.652,10.104,281062.0,000529
2016-04-12,9.945,10.194,9.766,159532.0,000529
2016-04-13,9.915,10.144,9.905,173541.0,000529
2016-04-14,10.015,10.075,9.846,111904.0,000529
2016-04-15,9.836,10.045,9.796,91855.0,000529
2016-04-18,9.636,9.826,9.517,93717.0,000529
2016-04-19,9.746,9.796,9.607,72146.0,000529
2016-04-20,9.029,9.826,8.82,176996.0,000529
2016-04-21,8.86,9.049,8.86,91211.0,000529
2016-04-22,9.029,9.039,8.462,68924.0,000529
2016-04-25,8.86,9.059,8.78,57043.0,000529
2016-04-26,8.97,8.979,8.82,47998.0,000529
2016-04-27,8.93,9.049,8.92,54287.0,000529
2016-04-28,8.9,8.999,8.661,50361.0,000529
2016-04-29,8.88,8.96,8.81,41002.0,000529
2016-05-03,9.208,9.238,8.8,85518.0,000529
2016-05-04,9.129,9.278,9.069,61606.0,000529
2016-05-05,9.218,9.238,9.079,55190.0,000529
2016-05-06,8.561,9.238,8.512,110506.0,000529
2016-05-09,8.342,8.711,8.213,85370.0,000529
2016-05-10,8.352,8.531,8.283,42117.0,000529
2016-05-11,8.502,8.741,8.402,85826.0,000529
2016-05-12,8.183,8.412,7.914,72300.0,000529
2016-05-13,8.133,8.322,7.974,42652.0,000529
2016-05-16,8.293,8.303,7.984,64411.0,000529
2016-05-17,8.193,8.352,8.123,46455.0,000529
2016-05-18,7.855,8.183,7.765,55517.0,000529
2016-05-19,7.855,8.074,7.805,40206.0,000529
2016-05-20,7.984,8.004,7.765,35401.0,000529
2016-05-23,8.074,8.103,7.944,38620.0,000529
2016-05-24,7.984,8.103,7.914,39689.0,000529
2016-05-25,8.014,8.123,7.994,38909.0,000529
2016-05-26,8.004,8.054,7.805,38806.0,000529
2016-05-27,8.054,8.103,7.934,41682.0,000529
2016-05-30,7.954,8.133,7.815,41483.0,000529
2016-05-31,8.273,8.283,7.954,78771.0,000529
2016-06-01,8.392,8.482,8.243,69203.0,000529
2016-06-02,8.392,8.432,8.322,47354.0,000529
2016-06-03,8.422,8.452,8.322,50585.0,000529
2016-06-06,8.372,8.452,8.322,32173.0,000529
2016-06-07,8.382,8.412,8.293,31228.0,000529
2016-06-08,8.352,8.412,8.263,34666.0,000529
2016-06-13,7.755,8.253,7.715,65064.0,000529
2016-06-14,7.675,7.775,7.566,53847.0,000529
2016-06-15,7.914,7.994,7.596,52328.0,000529
2016-06-16,7.904,8.004,7.855,39301.0,000529
2016-06-17,8.014,8.183,7.924,40494.0,000529
2016-06-20,7.974,8.103,7.874,25029.0,000529
2016-06-21,7.934,8.173,7.894,36274.0,000529
2016-06-22,8.054,8.064,7.775,32140.0,000529
2016-06-23,8.014,8.163,7.974,38439.0,000529
2016-06-24,7.825,8.074,7.626,64567.0,000529
2016-06-27,8.044,8.064,7.735,52603.0,000529
2016-06-28,8.143,8.143,7.934,72083.0,000529
2016-06-29,8.173,8.213,8.074,59013.0,000529
2016-06-30,8.143,8.213,8.113,49063.0,000529
2016-07-01,8.163,8.293,8.143,50970.0,000529
2016-07-04,8.372,8.382,8.084,71413.0,000529
2016-07-05,8.531,8.651,8.332,89805.0,000529
2016-07-06,8.551,8.561,8.362,67959.0,000529
2016-07-07,8.531,8.691,8.402,102869.0,000529
2016-07-08,8.581,8.621,8.442,69051.0,000529
2016-07-11,8.561,8.671,8.512,77066.0,000529
2016-07-12,8.611,8.631,8.442,62804.0,000529
2016-07-13,8.711,8.8,8.611,75348.0,000529
2016-07-14,8.76,8.78,8.631,53270.0,000529
2016-07-15,8.711,8.85,8.671,78608.0,000529
2016-07-18,8.96,9.049,8.601,141511.0,000529
2016-07-19,8.91,8.96,8.77,93668.0,000529
2016-07-20,8.95,9.109,8.88,119502.0,000529
2016-07-21,9.198,9.537,8.95,227648.0,000529
2016-07-22,8.999,9.248,8.96,119196.0,000529
2016-07-25,8.82,8.999,8.76,117549.0,000529
2016-07-26,9.198,9.218,8.81,137783.0,000529
2016-07-27,8.721,9.258,8.472,159637.0,000529
2016-07-28,9.597,9.597,8.97,140469.0,000529
2016-07-29,9.258,9.836,9.149,362843.0,000529
2016-08-01,8.82,9.149,8.551,171533.0,000529
2016-08-02,9.527,9.636,8.741,229177.0,000529
2016-08-03,9.746,9.935,9.278,349930.0,000529
2016-08-04,9.776,10.214,9.547,300857.0,000529
2016-08-05,10.254,10.383,9.686,328390.0,000529
2016-08-08,10.234,10.433,9.965,256681.0,000529
2016-08-09,10.204,10.254,9.905,224780.0,000529
2016-08-10,9.925,10.184,9.915,152409.0,000529
2016-08-11,9.985,10.134,9.786,137446.0,000529
2016-08-12,9.895,9.915,9.607,133227.0,000529
2016-08-15,10.005,10.094,9.716,145254.0,000529
2016-08-16,10.094,10.254,9.955,149385.0,000529
2016-08-17,9.885,10.104,9.746,137607.0,000529
2016-08-18,9.786,9.995,9.756,99002.0,000529
2016-08-19,9.935,9.985,9.726,88816.0,000529
2016-08-22,9.567,9.975,9.557,85609.0,000529
2016-08-23,9.607,9.646,9.497,48600.0,000529
2016-08-24,9.457,9.676,9.437,56410.0,000529
2016-08-25,9.238,9.358,9.159,63362.0,000529
2016-08-26,9.228,9.417,9.159,48948.0,000529
2016-08-29,9.328,9.358,9.198,31692.0,000529
2016-08-30,9.437,9.477,9.318,46430.0,000529
2016-08-31,9.368,9.457,9.278,39563.0,000529
2016-09-01,9.189,9.388,9.179,51589.0,000529
2016-09-02,9.218,9.238,9.109,31616.0,000529
2016-09-05,9.298,9.368,9.228,38096.0,000529
2016-09-06,9.567,9.577,9.288,91435.0,000529
2016-09-07,9.467,9.607,9.447,64391.0,000529
2016-09-08,9.517,9.527,9.408,38580.0,000529
2016-09-09,9.408,9.537,9.388,38630.0,000529
2016-09-12,9.059,9.288,9.039,59309.0,000529
2016-09-13,9.208,9.218,9.079,31858.0,000529
2016-09-14,9.218,9.288,9.129,29308.0,000529
2016-09-19,9.447,9.497,9.189,42666.0,000529
2016-09-20,9.417,9.497,9.318,29185.0,000529
2016-09-21,9.457,9.527,9.358,31285.0,000529
2016-09-22,9.467,9.537,9.427,34644.0,000529
2016-09-23,9.577,9.656,9.467,61304.0,000529
2016-09-26,9.328,9.656,9.328,44830.0,000529
2016-09-27,9.388,9.388,9.189,32752.0,000529
2016-09-28,9.507,9.557,9.388,32035.0,000529
2016-09-29,9.617,9.636,9.487,46760.0,000529
2016-09-30,9.826,9.875,9.557,86163.0,000529
2016-10-10,10.124,10.154,9.756,105802.0,000529
2016-10-11,9.995,10.114,9.925,77002.0,000529
2016-10-12,10.005,10.005,9.865,51620.0,000529
2016-10-13,10.184,10.403,9.955,110130.0,000529
2016-10-14,10.035,10.124,9.905,52873.0,000529
2016-10-17,9.856,10.045,9.806,54662.0,000529
2016-10-18,10.005,10.045,9.846,43242.0,000529
2016-10-19,9.965,10.045,9.955,31494.0,000529
2016-10-20,9.915,10.035,9.885,49401.0,000529
2016-10-21,9.975,10.015,9.806,45262.0,000529
2016-10-24,10.104,10.164,9.985,61701.0,000529
2016-10-25,10.234,10.234,10.015,59191.0,000529
2016-10-26,10.184,10.303,10.114,56696.0,000529
2016-10-27,10.602,10.672,10.184,156060.0,000529
2016-10-28,10.363,10.682,10.353,89180.0,000529
2016-10-31,10.234,10.413,10.154,65941.0,000529
2016-11-01,10.493,10.493,10.144,74069.0,000529
2016-11-02,10.722,10.921,10.423,140087.0,000529
2016-11-03,11.279,11.797,10.722,256929.0,000529
2016-11-04,11.309,11.538,11.199,139167.0,000529
2016-11-07,11.299,11.458,11.06,78093.0,000529
2016-11-08,11.279,11.399,11.1,69732.0,000529
2016-11-09,11.558,11.817,11.07,142016.0,000529
2016-11-10,11.647,11.797,11.448,97770.0,000529
2016-11-11,11.219,11.647,11.07,154682.0,000529
2016-11-14,11.08,11.289,10.961,100907.0,000529
2016-11-15,12.185,12.185,11.12,190277.0,000529
2016-11-16,12.085,12.742,11.777,248910.0,000529
2016-11-17,11.876,12.185,11.777,106167.0,000529
2016-11-18,12.026,12.414,11.757,107733.0,000529
2016-11-21,11.956,12.135,11.777,74126.0,000529
2016-11-22,11.827,12.066,11.717,78180.0,000529
2016-11-23,11.896,12.334,11.807,96507.0,000529
2016-11-24,11.657,11.926,11.588,71442.0,000529
2016-11-25,12.006,12.095,11.448,86747.0,000529
2016-11-28,12.006,12.245,11.916,63964.0,000529
2016-11-29,11.697,11.996,11.657,80020.0,000529
2016-11-30,11.15,11.667,11.11,100286.0,000529
2016-12-01,11.309,11.339,10.99,58198.0,000529
2016-12-02,11.02,11.309,10.98,35627.0,000529
2016-12-05,11.05,11.209,10.463,34089.0,000529
2016-12-06,10.821,11.08,10.791,38879.0,000529
2016-12-07,10.99,11.06,10.582,40100.0,000529
2016-12-08,10.881,11.06,10.861,30818.0,000529
2016-12-09,10.891,11.0,10.781,39392.0,000529
2016-12-12,10.284,11.01,10.254,59063.0,000529
2016-12-13,10.493,10.622,10.164,35829.0,000529
2016-12-14,10.851,11.339,10.403,78666.0,000529
2016-12-15,11.06,11.269,10.702,65252.0,000529
2016-12-16,11.04,11.199,10.951,34643.0,000529
2016-12-19,11.09,11.339,11.03,51750.0,000529
2016-12-20,11.12,11.17,10.861,33214.0,000529
2016-12-21,11.408,11.538,11.08,71054.0,000529
2016-12-22,11.468,11.578,11.13,75932.0,000529
2016-12-23,11.1,11.418,11.06,55779.0,000529
2016-12-26,11.329,11.359,10.871,44756.0,000529
2016-12-27,11.428,11.667,11.279,67152.0,000529
2016-12-28,11.418,11.578,11.349,37085.0,000529
2016-12-29,11.468,11.618,11.369,40044.0,000529
2016-12-30,11.747,11.976,11.329,75020.0,000529
2017-01-03,11.747,11.797,11.578,56898.0,000529
2017-01-04,11.817,11.827,11.608,64422.0,000529
2017-01-05,11.757,11.946,11.727,60512.0,000529
2017-01-06,11.837,12.046,11.598,80072.0,000529
2017-01-09,11.608,11.847,11.478,69568.0,000529
2017-01-10,11.389,11.727,11.389,56632.0,000529
2017-01-11,11.16,11.478,11.14,45720.0,000529
2017-01-12,10.961,11.349,10.831,52612.0,000529
2017-01-13,10.891,11.08,10.811,36667.0,000529
2017-01-16,10.423,10.97,10.154,84532.0,000529
2017-01-17,10.453,10.532,10.194,35860.0,000529
2017-01-18,10.274,10.503,10.224,37872.0,000529
2017-01-19,10.254,10.423,10.244,42666.0,000529
2017-01-20,10.532,10.582,10.204,45920.0,000529
2017-01-23,10.821,10.841,10.453,46553.0,000529
2017-01-24,10.801,10.891,10.682,25815.0,000529
2017-01-25,10.791,10.851,10.692,19792.0,000529
2017-01-26,10.831,10.911,10.781,14791.0,000529
2017-02-03,10.622,10.881,10.592,17372.0,000529
2017-02-06,10.911,10.921,10.622,30250.0,000529
2017-02-07,10.911,11.05,10.851,46384.0,000529
2017-02-08,11.03,11.07,10.851,29433.0,000529
2017-02-09,11.02,11.09,10.931,31794.0,000529
2017-02-10,10.97,11.05,10.941,25015.0,000529
2017-02-13,11.06,11.219,11.01,41442.0,000529
2017-02-14,10.931,11.07,10.911,26898.0,000529
2017-02-15,11.0,11.199,10.861,43229.0,000529
2017-02-16,10.99,11.12,10.931,33827.0,000529
2017-02-17,11.199,11.199,10.911,52901.0,000529
2017-02-20,11.379,11.478,11.17,85060.0,000529
2017-02-21,11.369,11.598,11.269,63494.0,000529
2017-02-22,11.448,11.448,11.259,53461.0,000529
2017-02-23,11.15,11.399,11.13,61849.0,000529
2017-02-24,11.488,11.717,11.07,95540.0,000529
2017-02-27,11.319,11.568,11.249,44146.0,000529
2017-02-28,11.279,11.379,11.16,27255.0,000529
2017-03-01,11.249,11.359,11.199,38123.0,000529
2017-03-02,11.06,11.289,11.06,34259.0,000529
2017-03-03,11.07,11.16,11.01,26216.0,000529
2017-03-06,11.249,11.279,11.02,33707.0,000529
2017-03-07,11.289,11.379,11.17,42628.0,000529
2017-03-08,11.229,11.299,11.08,37019.0,000529
2017-03-09,11.0,11.249,10.931,46956.0,000529
2017-03-10,10.801,11.08,10.771,40816.0,000529
2017-03-13,10.861,10.921,10.572,35418.0,000529
2017-03-14,10.831,10.921,10.811,22225.0,000529
2017-03-15,10.732,10.901,10.732,21192.0,000529
2017-03-16,10.841,10.921,10.682,24467.0,000529
