date,time,open,high,low,close,volume,total,code
2016/01/04,09:35,1072.36,1072.91,1070.35,1072.7,3213461.0,4328448000.0,000019
2016/01/04,09:40,1072.98,1073.24,1067.17,1067.17,2687491.0,3583686656.0,000019
2016/01/04,09:45,1066.96,1066.96,1064.71,1066.2,2949296.0,3712038912.0,000019
2016/01/04,09:50,1066.13,1066.24,1057.93,1058.01,3855729.0,4771494912.0,000019
2016/01/04,09:55,1058.06,1059.87,1057.25,1059.87,3366300.0,3961682944.0,000019
2016/01/04,10:00,1059.83,1059.96,1057.77,1058.9,2717851.0,3252631552.0,000019
2016/01/04,10:05,1058.83,1059.1,1052.76,1052.76,3112232.0,3872929792.0,000019
2016/01/04,10:10,1052.6,1052.6,1042.47,1042.47,5333766.0,6207803392.0,000019
2016/01/04,10:15,1042.16,1042.16,1031.09,1031.14,5875544.0,6538156032.0,000019
2016/01/04,10:20,1031.09,1039.14,1030.4,1039.14,4534690.0,5032656896.0,000019
2016/01/04,10:25,1039.42,1040.21,1036.62,1037.1,3043412.0,3527471104.0,000019
2016/01/04,10:30,1037.13,1039.59,1036.97,1039.04,2236364.0,2670833664.0,000019
2016/01/04,10:35,1038.69,1038.91,1036.93,1037.97,1846600.0,2091782144.0,000019
2016/01/04,10:40,1038.14,1041.96,1038.14,1041.86,1826216.0,2164113408.0,000019
2016/01/04,10:45,1041.86,1041.87,1039.7,1039.94,1599936.0,1857658880.0,000019
2016/01/04,10:50,1039.92,1040.09,1037.04,1037.1,1648708.0,1933971456.0,000019
2016/01/04,10:55,1037.08,1037.08,1036.2,1036.56,1607356.0,1841307648.0,000019
2016/01/04,11:00,1036.63,1039.84,1036.62,1039.65,1237536.0,1529987072.0,000019
2016/01/04,11:05,1039.74,1039.78,1037.33,1037.33,1345584.0,1506201600.0,000019
2016/01/04,11:10,1037.55,1037.55,1034.35,1034.35,1623316.0,1867554816.0,000019
2016/01/04,11:15,1034.22,1034.22,1029.86,1029.89,2971940.0,3305074688.0,000019
2016/01/04,11:20,1030.04,1033.1,1029.85,1033.06,1792168.0,1989435392.0,000019
2016/01/04,11:25,1033.01,1033.44,1032.84,1033.01,1175016.0,1330937856.0,000019
2016/01/04,11:30,1033.14,1033.19,1030.86,1030.86,1383048.0,1545617408.0,000019
2016/01/04,13:05,1030.86,1030.86,1026.63,1026.97,3072312.0,3171680256.0,000019
2016/01/04,13:10,1026.66,1027.1,1024.28,1024.36,2401464.0,2689515520.0,000019
2016/01/04,13:15,1024.28,1024.28,1020.42,1020.42,2555184.0,2828255232.0,000019
2016/01/04,13:20,1020.42,1020.42,1020.42,1020.42,0.0,0.0,000019
2016/01/04,13:25,1020.42,1020.42,1020.42,1020.42,0.0,0.0,000019
2016/01/04,13:30,1020.16,1020.16,1016.12,1016.12,2404520.0,2684116992.0,000019
2016/01/04,13:35,1015.66,1015.68,998.98,999.35,7855208.0,8146018304.0,000019
2016/01/04,13:40,999.35,999.35,999.35,999.35,0.0,0.0,000019
2016/01/04,13:45,999.35,999.35,999.35,999.35,0.0,0.0,000019
2016/01/04,13:50,999.35,999.35,999.35,999.35,0.0,0.0,000019
2016/01/04,13:55,999.35,999.35,999.35,999.35,0.0,0.0,000019
2016/01/04,14:00,999.35,999.35,999.35,999.35,0.0,0.0,000019
2016/01/04,14:05,999.35,999.35,999.35,999.35,0.0,0.0,000019
2016/01/04,14:10,999.35,999.35,999.35,999.35,0.0,0.0,000019
2016/01/04,14:15,999.35,999.35,999.35,999.35,0.0,0.0,000019
2016/01/04,14:20,999.35,999.35,999.35,999.35,0.0,0.0,000019
2016/01/04,14:25,999.35,999.35,999.35,999.35,0.0,0.0,000019
2016/01/04,14:30,999.35,999.35,999.35,999.35,0.0,0.0,000019
2016/01/04,14:35,999.35,999.35,999.35,999.35,0.0,0.0,000019
2016/01/04,14:40,999.35,999.35,999.35,999.35,0.0,0.0,000019
2016/01/04,14:45,999.35,999.35,999.35,999.35,0.0,0.0,000019
2016/01/04,14:50,999.35,999.35,999.35,999.35,0.0,0.0,000019
2016/01/04,14:55,999.35,999.35,999.35,999.35,0.0,0.0,000019
2016/01/04,15:00,999.26,999.26,998.88,998.88,0.0,0.0,000019
2016/01/05,09:35,972.61,993.22,970.34,993.22,10489027.0,11152589824.0,000019
2016/01/05,09:40,993.8,999.06,993.8,995.47,5969461.0,6542541824.0,000019
2016/01/05,09:45,995.07,997.73,991.37,997.73,4220392.0,4736202752.0,000019
2016/01/05,09:50,997.81,1010.25,997.81,1010.25,4016302.0,4733122560.0,000019
2016/01/05,09:55,1010.42,1011.24,1003.65,1003.65,4270214.0,4791660544.0,000019
2016/01/05,10:00,1003.67,1007.0,1002.84,1006.48,2727254.0,3147085824.0,000019
2016/01/05,10:05,1006.45,1006.45,995.42,996.53,3396670.0,3840217088.0,000019
2016/01/05,10:10,996.83,999.49,996.72,998.12,2161420.0,2420932608.0,000019
2016/01/05,10:15,997.8,1004.36,997.8,1004.36,1828308.0,2036240384.0,000019
2016/01/05,10:20,1004.35,1004.92,1000.32,1000.32,1716156.0,1903804416.0,000019
2016/01/05,10:25,1000.28,1001.65,999.88,1001.53,1382988.0,1690705920.0,000019
2016/01/05,10:30,1001.38,1002.83,1001.38,1002.7,1675088.0,1771823104.0,000019
2016/01/05,10:35,1002.82,1007.37,1002.82,1006.44,2219760.0,2597990400.0,000019
2016/01/05,10:40,1006.55,1006.55,1003.95,1004.05,1400568.0,1511526400.0,000019
2016/01/05,10:45,1004.05,1004.11,1001.65,1001.7,1276520.0,1444876288.0,000019
2016/01/05,10:50,1001.57,1004.12,1001.17,1004.12,1155452.0,1270693888.0,000019
2016/01/05,10:55,1004.3,1004.9,1004.0,1004.58,1113568.0,1236160512.0,000019
2016/01/05,11:00,1004.73,1006.73,1004.73,1006.68,1379180.0,1574313984.0,000019
2016/01/05,11:05,1006.75,1011.37,1006.72,1011.25,1963424.0,2110504960.0,000019
2016/01/05,11:10,1011.22,1011.4,1008.67,1008.86,1566980.0,1709387776.0,000019
2016/01/05,11:15,1008.79,1009.05,1008.68,1008.81,1123976.0,1209581568.0,000019
2016/01/05,11:20,1008.86,1008.97,1005.42,1005.52,1241264.0,1441910784.0,000019
2016/01/05,11:25,1005.28,1006.71,1005.2,1006.55,1027460.0,1166163968.0,000019
2016/01/05,11:30,1006.49,1006.99,1006.26,1006.27,823916.0,931213312.0,000019
2016/01/05,13:05,1006.18,1007.09,1006.16,1006.38,1028540.0,1161519104.0,000019
2016/01/05,13:10,1006.48,1006.58,1003.68,1003.68,1020784.0,1163931648.0,000019
2016/01/05,13:15,1003.98,1004.2,1000.96,1001.09,1311480.0,1435738112.0,000019
2016/01/05,13:20,1001.03,1001.03,995.93,996.24,2247536.0,2498928640.0,000019
2016/01/05,13:25,996.19,999.3,996.17,997.97,1486304.0,1726087168.0,000019
2016/01/05,13:30,997.72,997.72,987.85,987.85,3035912.0,3454296064.0,000019
2016/01/05,13:35,987.67,989.76,985.07,989.76,3619320.0,3857940480.0,000019
2016/01/05,13:40,989.93,991.89,987.85,988.06,1859136.0,2151800832.0,000019
2016/01/05,13:45,987.91,994.37,987.41,994.37,1829864.0,2034556928.0,000019
2016/01/05,13:50,994.45,994.45,991.67,992.27,1164616.0,1279229952.0,000019
2016/01/05,13:55,992.55,992.69,985.68,985.68,1804264.0,1964490752.0,000019
2016/01/05,14:00,986.05,989.85,985.26,989.75,2106456.0,2320326656.0,000019
2016/01/05,14:05,989.87,990.62,988.06,988.06,1340856.0,1465745408.0,000019
2016/01/05,14:10,988.12,988.12,984.18,984.18,1851600.0,2048843776.0,000019
2016/01/05,14:15,983.8,983.8,970.06,970.8,6050336.0,6262366208.0,000019
2016/01/05,14:20,970.97,980.91,970.85,979.6,3605232.0,3786776576.0,000019
2016/01/05,14:25,979.58,982.43,976.49,982.31,2444152.0,2555535360.0,000019
2016/01/05,14:30,982.66,990.12,982.66,987.73,2298704.0,2589810688.0,000019
2016/01/05,14:35,988.04,990.15,987.5,990.15,1636936.0,1828560896.0,000019
2016/01/05,14:40,990.33,1000.92,990.19,1000.79,2969584.0,3385163776.0,000019
2016/01/05,14:45,1000.92,1000.92,996.28,996.4,2096848.0,2408177664.0,000019
2016/01/05,14:50,996.62,999.31,996.4,999.31,1944792.0,2232770560.0,000019
2016/01/05,14:55,999.18,999.18,996.77,997.17,2275640.0,2505482240.0,000019
2016/01/05,15:00,997.16,1000.63,997.16,1000.28,3103672.0,3613941760.0,000019
2016/01/06,09:35,1000.74,1002.21,999.23,1001.22,4028664.0,4743341568.0,000019
2016/01/06,09:40,1001.31,1005.85,1001.31,1004.46,3385075.0,3753725440.0,000019
2016/01/06,09:45,1004.37,1004.83,1002.94,1002.94,2827354.0,3065175040.0,000019
2016/01/06,09:50,1002.78,1003.43,1000.92,1003.43,2432978.0,2678487040.0,000019
2016/01/06,09:55,1003.57,1004.66,1003.54,1004.66,2502088.0,2645664768.0,000019
2016/01/06,10:00,1004.59,1008.84,1004.59,1007.98,3603629.0,3691643904.0,000019
2016/01/06,10:05,1007.93,1008.02,1007.1,1007.66,2674872.0,2656104448.0,000019
2016/01/06,10:10,1007.49,1007.77,1004.25,1004.33,2689340.0,2809423872.0,000019
2016/01/06,10:15,1004.55,1006.12,1004.39,1005.91,2179182.0,2156701696.0,000019
2016/01/06,10:20,1005.99,1008.22,1005.76,1008.22,2660946.0,2674599936.0,000019
2016/01/06,10:25,1008.22,1010.23,1008.22,1010.15,3710216.0,3206041600.0,000019
2016/01/06,10:30,1010.11,1010.34,1006.7,1006.7,2880144.0,2911606784.0,000019
2016/01/06,10:35,1006.74,1007.71,1006.22,1007.66,1877124.0,2031456256.0,000019
2016/01/06,10:40,1007.46,1007.61,1001.49,1001.49,2823296.0,2941665280.0,000019
2016/01/06,10:45,1001.51,1004.06,1001.28,1003.09,2149924.0,2236059648.0,000019
2016/01/06,10:50,1002.92,1003.99,1002.31,1003.94,1491960.0,1658064896.0,000019
2016/01/06,10:55,1004.07,1004.33,1001.18,1001.18,1482356.0,1673830400.0,000019
2016/01/06,11:00,1001.06,1001.13,999.37,1000.44,1707168.0,1886121984.0,000019
2016/01/06,11:05,1000.61,1002.67,1000.45,1002.33,1141008.0,1410850816.0,000019
2016/01/06,11:10,1002.15,1004.58,1002.15,1004.44,1233416.0,1482289152.0,000019
