date,time,open,high,low,close,volume,total,code
2016/01/04,09:35,3042.35,3042.35,3033.8,3039.68,1789227.0,2771237888.0,000008
2016/01/04,09:40,3039.52,3041.38,3023.32,3023.68,1643930.0,2415033344.0,000008
2016/01/04,09:45,3022.91,3022.91,3018.21,3020.8,2078660.0,2729723392.0,000008
2016/01/04,09:50,3019.98,3021.9,3002.47,3004.62,2526755.0,3385849344.0,000008
2016/01/04,09:55,3004.62,3008.88,3000.51,3008.88,2027505.0,2707170304.0,000008
2016/01/04,10:00,3008.11,3008.43,3001.5,3005.19,1597136.0,2171664384.0,000008
2016/01/04,10:05,3005.13,3006.2,2987.81,2988.97,1939727.0,2650601472.0,000008
2016/01/04,10:10,2986.75,2986.75,2962.38,2962.78,3274232.0,4513359872.0,000008
2016/01/04,10:15,2960.44,2961.53,2937.53,2938.57,3510588.0,4457541632.0,000008
2016/01/04,10:20,2938.41,2957.38,2935.3,2956.77,2547458.0,3375775744.0,000008
2016/01/04,10:25,2958.21,2961.15,2951.13,2953.4,1825250.0,2380451840.0,000008
2016/01/04,10:30,2953.4,2957.97,2951.25,2956.12,1333560.0,1726087168.0,000008
2016/01/04,10:35,2955.41,2955.42,2948.92,2951.72,1083278.0,1416491008.0,000008
2016/01/04,10:40,2952.28,2962.04,2952.28,2961.83,1051268.0,1384800256.0,000008
2016/01/04,10:45,2962.15,2962.95,2956.13,2958.6,969206.0,1222762496.0,000008
2016/01/04,10:50,2959.14,2959.25,2951.13,2951.13,924646.0,1274224640.0,000008
2016/01/04,10:55,2952.0,2952.0,2946.79,2949.29,881046.0,1181442048.0,000008
2016/01/04,11:00,2949.3,2956.96,2948.77,2956.21,638144.0,860172288.0,000008
2016/01/04,11:05,2955.54,2957.02,2950.69,2951.6,805492.0,1029607424.0,000008
2016/01/04,11:10,2952.61,2952.93,2944.3,2944.32,948936.0,1311936512.0,000008
2016/01/04,11:15,2943.61,2943.61,2934.02,2934.08,1808884.0,2264899584.0,000008
2016/01/04,11:20,2935.77,2942.62,2935.19,2942.41,1122944.0,1353723904.0,000008
2016/01/04,11:25,2941.73,2945.55,2940.88,2944.35,737408.0,977108992.0,000008
2016/01/04,11:30,2945.11,2945.17,2939.16,2940.13,751308.0,990502912.0,000008
2016/01/04,13:05,2940.02,2940.02,2927.89,2929.27,1849572.0,2225000448.0,000008
2016/01/04,13:10,2928.12,2930.03,2920.3,2921.96,1446736.0,1826607104.0,000008
2016/01/04,13:15,2920.24,2921.98,2913.06,2913.55,1525640.0,1934450688.0,000008
2016/01/04,13:20,2913.55,2913.55,2913.55,2913.55,0.0,0.0,000008
2016/01/04,13:25,2913.55,2913.55,2913.55,2913.55,0.0,0.0,000008
2016/01/04,13:30,2914.25,2914.25,2903.22,2903.42,1536168.0,1952423936.0,000008
2016/01/04,13:35,2901.52,2901.71,2864.3,2866.12,4398820.0,5231165440.0,000008
2016/01/04,13:40,2866.12,2866.12,2866.12,2866.12,0.0,0.0,000008
2016/01/04,13:45,2866.12,2866.12,2866.12,2866.12,0.0,0.0,000008
2016/01/04,13:50,2866.12,2866.12,2866.12,2866.12,0.0,0.0,000008
2016/01/04,13:55,2866.12,2866.12,2866.12,2866.12,0.0,0.0,000008
2016/01/04,14:00,2866.12,2866.12,2866.12,2866.12,0.0,0.0,000008
2016/01/04,14:05,2866.12,2866.12,2866.12,2866.12,0.0,0.0,000008
2016/01/04,14:10,2866.12,2866.12,2866.12,2866.12,0.0,0.0,000008
2016/01/04,14:15,2866.12,2866.12,2866.12,2866.12,0.0,0.0,000008
2016/01/04,14:20,2866.12,2866.12,2866.12,2866.12,0.0,0.0,000008
2016/01/04,14:25,2866.12,2866.12,2866.12,2866.12,0.0,0.0,000008
2016/01/04,14:30,2866.12,2866.12,2866.12,2866.12,0.0,0.0,000008
2016/01/04,14:35,2866.12,2866.12,2866.12,2866.12,0.0,0.0,000008
2016/01/04,14:40,2866.12,2866.12,2866.12,2866.12,0.0,0.0,000008
2016/01/04,14:45,2866.12,2866.12,2866.12,2866.12,0.0,0.0,000008
2016/01/04,14:50,2866.12,2866.12,2866.12,2866.12,0.0,0.0,000008
2016/01/04,14:55,2866.12,2866.12,2866.12,2866.12,0.0,0.0,000008
2016/01/04,15:00,2864.12,2864.12,2864.12,2864.12,0.0,4096.0,000008
2016/01/05,09:35,2797.71,2855.78,2793.34,2855.78,6389218.0,7721138176.0,000008
2016/01/05,09:40,2857.96,2869.28,2857.96,2860.02,3473086.0,4392647680.0,000008
2016/01/05,09:45,2859.03,2866.56,2851.28,2866.56,2638284.0,3375796224.0,000008
2016/01/05,09:50,2865.4,2897.99,2865.4,2897.97,2531086.0,3352300544.0,000008
2016/01/05,09:55,2898.21,2900.46,2881.04,2881.04,2405218.0,3093792768.0,000008
2016/01/05,10:00,2881.49,2889.32,2879.74,2884.81,1496158.0,2056267776.0,000008
2016/01/05,10:05,2885.62,2885.77,2859.59,2863.65,1942642.0,2485153792.0,000008
2016/01/05,10:10,2864.67,2868.59,2863.24,2867.05,1152300.0,1524113408.0,000008
2016/01/05,10:15,2864.59,2880.11,2864.59,2880.11,1009142.0,1345236992.0,000008
2016/01/05,10:20,2880.3,2882.45,2871.84,2871.85,1098146.0,1423351808.0,000008
2016/01/05,10:25,2871.75,2875.23,2869.74,2871.95,811660.0,1026195456.0,000008
2016/01/05,10:30,2872.71,2877.25,2871.92,2876.12,856604.0,980787200.0,000008
2016/01/05,10:35,2877.48,2887.95,2877.48,2884.85,1050114.0,1344049152.0,000008
2016/01/05,10:40,2885.27,2885.5,2877.53,2879.22,685400.0,871550976.0,000008
2016/01/05,10:45,2878.98,2878.98,2872.67,2872.67,731916.0,943456256.0,000008
2016/01/05,10:50,2871.88,2877.15,2869.65,2876.3,754406.0,876163072.0,000008
2016/01/05,10:55,2877.77,2879.16,2875.61,2877.64,569580.0,743264256.0,000008
2016/01/05,11:00,2879.21,2882.72,2877.68,2881.65,692236.0,923471872.0,000008
2016/01/05,11:05,2881.76,2894.05,2881.76,2891.31,1029140.0,1284284416.0,000008
2016/01/05,11:10,2893.1,2893.1,2887.25,2888.3,989040.0,1131048960.0,000008
