date,time,open,high,low,close,volume,total,code
2016/01/04,09:35,2005.3,2005.3,2000.37,2003.87,2402094.0,3762983936.0,000030
2016/01/04,09:40,2004.56,2004.69,1990.79,1990.79,1954595.0,3074183168.0,000030
2016/01/04,09:45,1990.16,1990.16,1986.94,1989.25,2063182.0,2991657984.0,000030
2016/01/04,09:50,1989.59,1989.59,1971.84,1971.84,2699735.0,3876806656.0,000030
2016/01/04,09:55,1971.81,1976.44,1970.72,1976.44,2118692.0,2964427776.0,000030
2016/01/04,10:00,1976.25,1976.71,1972.38,1974.57,1756110.0,2510181376.0,000030
2016/01/04,10:05,1974.45,1974.62,1959.98,1959.98,2221840.0,3200647168.0,000030
2016/01/04,10:10,1959.56,1959.56,1939.51,1939.51,3694032.0,4997816320.0,000030
2016/01/04,10:15,1938.65,1938.65,1918.41,1918.41,3992836.0,5018851328.0,000030
2016/01/04,10:20,1918.79,1936.08,1916.14,1936.08,2991488.0,3872196608.0,000030
2016/01/04,10:25,1936.74,1938.16,1930.11,1931.51,2122748.0,2845077504.0,000030
2016/01/04,10:30,1931.46,1937.76,1931.29,1936.14,1481392.0,2078396416.0,000030
2016/01/04,10:35,1935.86,1935.86,1931.11,1933.9,1188348.0,1637523456.0,000030
2016/01/04,10:40,1933.99,1942.06,1933.99,1941.47,1203156.0,1732435968.0,000030
2016/01/04,10:45,1941.35,1941.36,1937.2,1937.2,1047730.0,1463939072.0,000030
2016/01/04,10:50,1937.35,1937.39,1931.57,1931.6,1103342.0,1544015872.0,000030
2016/01/04,10:55,1931.48,1931.48,1929.26,1930.88,1088176.0,1480310784.0,000030
2016/01/04,11:00,1931.0,1936.82,1931.0,1936.68,774332.0,1119838208.0,000030
2016/01/04,11:05,1936.79,1936.85,1932.13,1932.23,846096.0,1191530496.0,000030
2016/01/04,11:10,1932.34,1932.57,1925.5,1925.5,1179752.0,1571737600.0,000030
2016/01/04,11:15,1925.23,1925.23,1917.16,1917.53,2044088.0,2660106240.0,000030
2016/01/04,11:20,1917.61,1924.38,1917.43,1924.14,1197332.0,1580179456.0,000030
2016/01/04,11:25,1924.17,1924.49,1922.95,1923.57,833952.0,1112190976.0,000030
2016/01/04,11:30,1924.01,1924.01,1919.72,1919.81,892164.0,1147219968.0,000030
2016/01/04,13:05,1919.63,1919.63,1910.52,1910.74,1817072.0,2504851456.0,000030
2016/01/04,13:10,1910.2,1910.83,1903.52,1903.89,1672800.0,2224574464.0,000030
2016/01/04,13:15,1903.61,1903.61,1895.88,1895.88,1827176.0,2311237632.0,000030
2016/01/04,13:20,1895.88,1895.88,1895.88,1895.88,0.0,0.0,000030
2016/01/04,13:25,1895.88,1895.88,1895.88,1895.88,0.0,0.0,000030
2016/01/04,13:30,1895.18,1895.27,1885.96,1885.96,1678012.0,2155687936.0,000030
2016/01/04,13:35,1885.37,1885.37,1853.65,1853.87,5287880.0,6351835136.0,000030
